accession,benchmark_type,Domain,Phylum,Class,Order,Family,Genus,Species,num_seqs,sum_len,min_len,avg_len,max_len,genome_size
RS_GCF_008000935.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium alkalisoli,3674,1211000,26,329.6,7265,3985855
RS_GCF_008124785.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina intermedia,3146,1040095,22,330.6,5961,3494383
RS_GCF_008124875.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum adriaticum,2940,981988,31,334,2625,3211939
RS_GCF_008386635.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter flavus,3791,1305958,30,344.5,4851,4303602
RS_GCF_008629655.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium baculatum,3223,994227,30,308.5,3667,3342959
RS_GCF_008806755.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum aiptasiae,3697,1184938,24,320.5,3613,3916794
RS_GCF_008806775.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium luteum,2862,1022851,33,357.4,3897,3413843
RS_GCF_009184425.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda olearia,3812,1236034,21,324.2,4772,4058537
RS_GCF_009363055.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium haoranii,2837,865625,22,305.1,3528,2871082
RS_GCF_009684755.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga felis,2560,855177,29,334.1,5080,2882901
RS_GCF_009709615.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella ouciana,3333,1092166,22,327.7,2742,3569541
RS_GCF_009735585.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella aestuarii,3250,1065059,20,327.7,3421,3486489
RS_GCF_009741275.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella endarachnes,3203,1094295,21,341.6,2738,3609432
RS_GCF_009741375.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium rakeshii,3564,1182549,20,331.8,3932,3896955
RS_GCF_009789235.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hydrocarbonoxydans,4343,1479756,27,340.7,8132,5047837
RS_GCF_009832745.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter septentrionalilitoris,3001,1061313,28,353.7,3041,3450919
RS_GCF_009903685.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ochracea,3379,1092452,21,323.3,4553,3571907
RS_GCF_009915155.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium ichthyis,2598,859404,28,330.8,2420,2860955
RS_GCF_010119235.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium phycosphaerae,3051,1002957,30,328.7,4022,3306594
RS_GCF_010500845.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda sediminis,3896,1295172,30,332.4,4728,4224634
RS_GCF_010614725.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium ajazii,4740,1711506,30,361.1,6814,5754623
RS_GCF_010645065.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium fluviatile,4341,1504687,30,346.6,3182,5114933
RS_GCF_010645075.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium limi,4541,1614261,30,355.5,3177,5421373
RS_GCF_010820555.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus aurantiacus,2671,878447,25,328.9,2912,2899374
RS_GCF_011068285.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda oceani,4253,1401577,30,329.6,3592,4610330
RS_GCF_011089875.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus maritimus,2352,768177,20,326.6,2425,2592038
RS_GCF_011305415.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium bernardetii,3092,1022026,27,330.5,2404,3386502
RS_GCF_011365745.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium turcicum,2973,1008669,30,339.3,3181,3397171
RS_GCF_011392075.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium celericrescens,2568,862958,34,336,2399,2799677
RS_GCF_011392125.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium lotistagni,2872,1016545,20,354,3336,3339930
RS_GCF_012911565.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium silvaticum,3347,1145775,22,342.3,2933,3771472
RS_GCF_012911605.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium solisilvae,2825,909647,26,322,2715,2988422
RS_GCF_013090115.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda amphidinii,3460,1196481,23,345.8,4126,3871069
RS_GCF_013249045.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella eckloniae,3235,1126446,29,348.2,2929,3693758
RS_GCF_013249065.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella litoriviva,3416,1179329,30,345.2,4688,3888081
RS_GCF_013285155.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella undariae,3718,1249252,30,336,3977,4198086
RS_GCF_013376415.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda chongwuensis,3378,1164368,23,344.7,4761,3777431
RS_GCF_013394595.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella forsetii,3945,1342041,23,340.2,3950,4512651
RS_GCF_013394655.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella schleiferi,3995,1365170,30,341.7,5551,4560973
RS_GCF_013403865.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella costae,3529,1237016,20,350.5,2737,4127777
RS_GCF_013403915.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella pacifica,3498,1206412,28,344.9,2737,4026362
RS_GCF_013403925.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella wichelsiae,3433,1164439,24,339.2,2738,3902269
RS_GCF_013403955.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella vidalii,3684,1287401,20,349.5,2738,4331412
RS_GCF_013403975.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella ursingii,3158,1062529,30,336.5,3289,3480135
RS_GCF_013403985.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella ludwigii,3474,1211951,30,348.9,2738,4008075
RS_GCF_013404085.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella helgolandensis,3932,1380525,30,351.1,3227,4598621
RS_GCF_014062345.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum pelagium,2543,805289,31,316.7,4852,2622328
RS_GCF_014207905.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium notoginsengisoli,4729,1625769,30,343.8,5429,5507597
RS_GCF_014243395.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella flava,3443,1191222,30,346,2741,3858317
RS_GCF_014297365.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella echinorum,3361,1163293,32,346.1,2738,3784537
RS_GCF_014305095.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium kayseriense,3108,1057118,30,340.1,6199,3580226
RS_GCF_014305155.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium muglaense,3637,1223426,31,336.4,5947,4155704
RS_GCF_014352875.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter pectinis,3040,1063854,32,350,10212,3471153
RS_GCF_014397245.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter arenosicollis,4511,1586783,20,351.8,5635,5396743
RS_GCF_014486675.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium macrobrachii,3215,1041464,20,323.9,4021,3457206
RS_GCF_014486695.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium buctense,2597,897888,31,345.7,2966,2920172
RS_GCF_014635865.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella haliclonae,2839,950306,30,334.7,2739,3051701
RS_GCF_014638005.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium orientale,2901,982989,20,338.8,4466,3276474
RS_GCF_014639535.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium palustre,3268,1185639,31,362.8,4692,3974394
RS_GCF_014640175.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus salis,2569,864211,21,336.4,2462,2867267
RS_GCF_014640195.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus planctonicus,2707,932862,23,344.6,2616,3113709
RS_GCF_014642275.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium lutivivi,2555,889887,30,348.3,3029,2872468
RS_GCF_014642915.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium suaedae,2917,973533,31,333.7,2633,3179719
RS_GCF_014784055.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter haliotis,3234,1164784,30,360.2,8644,3800626
RS_GCF_015223105.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium proteolyticum,2521,873968,24,346.7,4067,2830228
RS_GCF_015277675.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium soyangense,3250,1022148,20,314.5,2762,3469982
RS_GCF_015356755.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,Nonlabens antarcticus,3027,957862,22,316.4,2425,3270668
RS_GCF_015645385.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella marina,3447,1189783,30,345.2,3219,3986041
RS_GCF_016126015.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga periodontitidis,3054,987258,25,323.3,4056,3236447
RS_GCF_016236915.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter maritimus,3390,1148768,30,338.9,3321,3886125
RS_GCF_016735115.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina mytili,4380,1498123,31,342,4920,4996571
RS_GCF_016757735.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita iocasae,3092,1021242,32,330.3,3449,3353883
RS_GCF_017313275.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda profundi,3679,1228228,30,333.8,4540,4008776
RS_GCF_017313785.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda aurea,4071,1370105,22,336.6,4747,4477476
RS_GCF_017352115.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium endoglycinae,4712,1627792,30,345.5,7022,5513159
RS_GCF_017498485.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter batillariae,3436,1146173,30,333.6,8539,3890129
RS_GCF_017569185.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter cellanae,3669,1209364,30,329.6,8322,4143164
RS_GCF_018069925.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium erciyesense,3032,1016624,32,335.3,2382,3433272
RS_GCF_018380615.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychroterrae,5083,1651736,21,325,5848,5738131
RS_GCF_018383905.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiicola,4553,1591443,28,349.5,5862,5427504
RS_GCF_018476645.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita echinoideorum,2763,893896,31,323.5,2522,2929928
RS_GCF_019308285.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium quisquiliarum,5229,1816411,31,347.4,4926,6170040
RS_GCF_019351435.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium taihuense,4141,1372001,26,331.3,2437,4715363
RS_GCF_019565455.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium oreochromis,3903,989667,31,253.6,4571,3540003
RS_GCF_019565505.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium davisii,3888,929130,30,239,2863,3404811
RS_GCF_019613795.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium litorale,2459,825692,30,335.8,3549,2725095
RS_GCF_019891545.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium coralii,2998,989534,27,330.1,2467,3224755
RS_GCF_019968605.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter litorisediminis,3717,1257030,30,338.2,2824,4339639
RS_GCF_020026925.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium hibisci,4158,1468531,23,353.2,2762,4946504
RS_GCF_020164485.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter tibetensis,3847,1218954,20,316.9,3407,4214182
RS_GCF_020164555.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter lacus,3657,1206128,24,329.8,3384,4054538
RS_GCF_020805785.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium chungbukense,4538,1572591,28,346.5,5344,5355850
RS_GCF_021172145.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cyclinae,2715,920214,31,338.9,5007,3017062
RS_GCF_021172165.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium channae,2592,859926,31,331.8,3668,2808467
RS_GCF_021245985.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium soyae,4319,1515724,26,350.9,7007,5212224
RS_GCF_021390715.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum piscium,2302,766615,23,333,7573,2646041
RS_GCF_021650975.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium jumunjinense,4253,1393901,27,327.7,5312,4694567
RS_GCF_022399565.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium algicola,3454,1252009,30,362.5,4877,4274743
RS_GCF_022489035.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella lutea,3188,1053020,23,330.3,3872,3466166
RS_GCF_023008245.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sediminilitoris,3576,1169698,30,327.1,3483,3913692
RS_GCF_023634845.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium amniphilum,3941,1294884,21,328.6,4679,4295405
RS_GCF_023656565.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tyrosinilyticum,4540,1552191,31,341.9,5913,5289643
RS_GCF_024362345.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter dokdonensis,2755,956812,35,347.3,6864,3087453
RS_GCF_900099815.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus sediminis,2681,890860,28,332.3,2413,2973500
RS_GCF_900099915.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium omnivorum,3313,1111051,31,335.4,2990,3808360
RS_GCF_900099995.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella thalassocola,3963,1378688,24,347.9,2738,4573152
RS_GCF_900100165.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium glycines,3234,1188667,31,367.6,4491,3945433
RS_GCF_900100375.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium noncentrifugens,3620,1211492,22,334.7,3286,4032617
RS_GCF_900100625.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium saliperosum,2690,875198,24,325.4,2873,2890139
RS_GCF_900101855.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium anhuiense,4536,1572407,30,346.7,5825,5340093
RS_GCF_900101895.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium caeni,3248,1097899,24,338,2775,3700245
RS_GCF_900102925.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda zhangzhouensis,3359,1151614,30,342.8,4728,3742882
RS_GCF_900106645.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium degerlachei,3361,1135587,25,337.9,6321,3856409
RS_GCF_900106795.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita,Aequorivita viscosa,3133,1016142,21,324.3,2884,3535532
RS_GCF_900107595.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus halocasei,2466,809601,20,328.3,3455,2671918
RS_GCF_900107635.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium gillisiae,3820,1273178,24,333.3,4152,4377959
RS_GCF_900108015.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium urumqiense,3094,998324,25,322.7,2404,3439151
RS_GCF_900108395.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium marinum,2893,901374,21,311.6,3699,2977689
RS_GCF_900108955.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium terrigena,2853,970377,31,340.1,3893,3172415
RS_GCF_900109345.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter orientalis,3723,1248517,21,335.4,4562,4163533
RS_GCF_900109375.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina amphilecti,4685,1594948,25,340.4,4992,5309872
RS_GCF_900110375.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sinopsychrotolerans,3098,1034878,23,334,4757,3520953
RS_GCF_900110615.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium urocaniciphilum,2556,877461,31,343.3,2379,2848114
RS_GCF_900111075.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigoris,3552,1171868,30,329.9,5889,4045707
RS_GCF_900111965.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium swingsii,2369,789185,28,333.1,3313,2573799
RS_GCF_900112245.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter stanieri,3877,1357998,27,350.3,6007,4460741
RS_GCF_900112575.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium phragmitis,5001,1766160,31,353.2,5843,6041292
RS_GCF_900112975.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium xueshanense,3109,1009970,30,324.9,2403,3471047
RS_GCF_900113135.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter agarivorans,3790,1286011,30,339.3,3234,4298571
RS_GCF_900115115.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium ummariense,3381,1044926,30,309.1,2444,3493887
RS_GCF_900115145.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter flavus,3354,1098777,30,327.6,3355,3688496
RS_GCF_900119795.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum maritimum,3055,1012268,32,331.3,5928,3435971
RS_GCF_900129035.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus salarius,2315,780844,32,337.3,2413,2534569
RS_GCF_900129275.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter palladensis,4584,1640856,31,358,5083,5551910
RS_GCF_900129405.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium fontis,2765,937480,31,339.1,2772,3084632
RS_GCF_900129445.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter echinorum,3484,1139525,27,327.1,2389,3967303
RS_GCF_900129545.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium fluvii,3489,1240401,30,355.5,5892,4129111
